id,vote_count,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year,budget,imdb_id,revenue,runtime,status,tagline,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
187,3326,FALSE,7.3,Sin City,27.173709,/vKJVGOKPyWqp9d2EX5NH1liqRqR.jpg,en,Sin City,28|53|80,/my81Hjt7NpZhaMX9bHi4wVhFy0v.jpg,FALSE,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",2005-04-01,2005,40000000,tt0401792,158733820,124,Released,Walk down the right back alley in Sin City and you can find anything...,TRUE,135179,Sin City Collection,"Action|Thriller|Crime","53009|7405|10807",3,"Miramax|Dimension Films|Troublemaker Studios",US,en,http://www.miramax.com/movie/sin-city/
189,1573,FALSE,6.3,Sin City: A Dame to Kill For,40.135348,/k80qKrJ0qQ6ocVo5N932stNSg6j.jpg,en,Sin City: A Dame to Kill For,80|53,/khzRw7ZDE3NIrYpe0RYyB864FPT.jpg,FALSE,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,2014-08-20,2014,65000000,tt0458481,39407616,102,Released,There is no justice without sin.,TRUE,135179,Sin City Collection,"Crime|Thriller","41658|14|10807|11006|13241|29076|11005",7,"Residaco|Miramax Films|Troublemaker Studios|Aldamisa Entertainment|Demarest Films|Solipsist Film|AR Films",US,en,http://sincity-2.com/
194,4138,FALSE,7.9,Amélie,30.037019,/f0uorE7K7ggHfr8r7pUTOHWkOlE.jpg,fr,Le Fabuleux Destin d'Amélie Poulain,35|10749,/nxhfenC1jb5EcTI5GYxqnjYZMId.jpg,FALSE,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2001-04-25,2001,10000000,tt0211915,173921954,122,Released,One person can change your life forever.,FALSE,,,"Comedy|Romance","591|592|4411|12000|23446|25020|27897|30994|5358",9,"France 3 Cinéma|Claudie Ossard Productions|MMC Independent|Tapioca Films|Sofica Sofinergie 5|Victoires Productions|Filmstiftung Nordrhein-Westfalen|Union Générale Cinématographique (UGC)|Canal+","FR|DE","fr|ru",https://www.miramax.com/movie/amelie/
201,571,FALSE,6.1,Star Trek: Nemesis,11.893029,/n4TpLWPi062AofIq4kwmaPNBSvA.jpg,en,Star Trek: Nemesis,878|28|12|53,/sIpnn6MpNyKfBaWEnED063pmH9Z.jpg,FALSE,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",2002-12-13,2002,60000000,tt0253754,67312826,117,Released,A generation's final journey... begins.,TRUE,115570,Star Trek: The Next Generation Collection,"Science Fiction|Action|Adventure|Thriller",4,1,Paramount,US,en,
214,1478,FALSE,6.2,Saw III,25.668259,/zHMw9xGrNlrDsuK6Lnx5NlL72Eu.jpg,en,Saw III,27|53|80,/b9liJ8BN35m7DogM2YvnVMRI26Y.jpg,FALSE,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scramble to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",2006-10-27,2006,10000000,tt0489270,163876815,114,Released,Suffering? You Haven't Seen Anything Yet...,TRUE,656,Saw Collection,"Horror|Thriller|Crime","2061|23019|35",3,"Twisted Pictures|Evolution Entertainment|Lions Gate Films",US,en,
215,1745,FALSE,6.4,Saw II,29.024465,/vC7ggR8njwtQOZRmrSvMtHqy9hx.jpg,en,Saw II,27,/AiVEqxrkov15dfzliosRXcE0w39.jpg,FALSE,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",2005-10-28,2005,4000000,tt0432348,152925093,89,Released,Oh Yes... There Will Be Blood.,TRUE,656,Saw Collection,Horror,"64651|35|1053|2061|23019",5,"Saw 2 Productions|Lions Gate Films|Got Films|Twisted Pictures|Evolution Entertainment",US,en,
217,3117,FALSE,5.7,Indiana Jones and the Kingdom of the Crystal Skull,29.509921,/qY1x6v5daMDTr904G3y84WVgpfC.jpg,en,Indiana Jones and the Kingdom of the Crystal Skull,12|28,/wJByCdlvHxoAvmktWaI2jSNzHbl.jpg,FALSE,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",2008-05-21,2008,185000000,tt0367882,786636033,122,Released,The adventure continues . . .,TRUE,84,Indiana Jones Collection,"Adventure|Action","4|1",2,"Paramount|Lucasfilm",US,"en|de|ru",http://www.indianajones.com/site/index.html
219,504,FALSE,7.3,Volver,9.682357,/wjiEyTi7EnkdtC3MhH446esjCLF.jpg,es,Volver,35|18|10749,/2ZqUuollwvBiNvGHdxBVngiP0YG.jpg,FALSE,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",2006-03-16,2006,12899867,tt0441909,85582407,121,Released,Return.,FALSE,,,"Comedy|Drama|Romance",49,1,El Deseo,ES,es,http://www.volver-lapelicula.com
231,544,FALSE,6.3,Syriana,9.822569,/ArLpoafsdFhs5USOn2AUsEIImxI.jpg,en,Syriana,18|53,/urovI2vLKwXPHd2OUFEs8aU8UOp.jpg,FALSE,"The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",2005-11-23,2005,50000000,tt0365737,93974620,128,Released,Everything is connected.,FALSE,,,"Drama|Thriller","6194|6735|20665|129|7786|20666",6,"Warner Bros.|Participant Media|4M|Section Eight|FilmWorks|MID Foundation",US,"ar|en|fa|ur|fr|zh",http://syrianamovie.warnerbros.com/
243,761,FALSE,7.1,High Fidelity,10.330149,/sEZKCUFU6Ozf7hZ3UuaKWUqHLTZ.jpg,en,High Fidelity,35|18|10749|10402,/7DbIcmNxYgivKq5R4xgje3xSuqp.jpg,FALSE,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",2000-03-17,2000,30000000,tt0146882,47126295,113,Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",FALSE,,,"Comedy|Drama|Romance|Music","32|9195",2,"Buena Vista|Touchstone Pictures","GB|US","da|en",
245,800,FALSE,6.6,About a Boy,10.169229,/4ts3SBMGu0wFmHgddtaxCa5EhO8.jpg,en,About a Boy,18|35|10749,/7BWTW1qlM2vnUQsb2UgAlrwanz3.jpg,FALSE,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",2002-04-26,2002,27000000,tt0276751,129000000,101,Released,One ordinary couple. One little white lie.,FALSE,,,"Drama|Comedy|Romance",33,1,Universal Pictures,"GB|US",en,http://movies.uip.de/aboutaboy/
254,2971,FALSE,6.6,King Kong,29.401955,/iQYMVoI9QE2wQCOSrxhiBYd4v0w.jpg,en,King Kong,12|18|28,/7FIh52gySnFC11HluVcaPkBjPit.jpg,FALSE,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",2005-12-12,2005,207000000,tt0360717,550000000,187,Released,The eighth wonder of the world.,FALSE,,,"Adventure|Drama|Action","33|11|68|69",4,"Universal Pictures|WingNut Films|Big Primate Pictures|MFPV Film","NZ|US|DE",en,
272,8913,FALSE,7.5,Batman Begins,46.827161,/dr6x4GyyegBWtinPBzipY02J2lV.jpg,en,Batman Begins,28|80|18,/65JWXDCAfwHhJKnDwRnEgVB411X.jpg,FALSE,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",2005-06-10,2005,150000000,tt0372784,374218673,140,Released,Evil fears the knight.,TRUE,263,The Dark Knight Collection,"Action|Crime|Drama","6194|429|923|9993|9996|19231",6,"Warner Bros.|DC Comics|Legendary Pictures|DC Entertainment|Syncopy|Patalex III Productions Limited","GB|US","en|ur|zh",http://www2.warnerbros.com/batmanbegins/index.html
277,2976,FALSE,6.6,Underworld,30.803139,/rdkxl5iXdpVU188cL1LLG3sy6z4.jpg,en,Underworld,14|28|53,/cPhRPAJWK8BuuJqqf6PztzvOlnZ.jpg,FALSE,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",2003-09-19,2003,22000000,tt0320691,95708457,121,Released,Underworld,TRUE,2326,Underworld Collection,"Fantasy|Action|Thriller","3287|126|7733|7734|7735|7736",6,"Screen Gems|Lakeshore Entertainment|Laurinfilm|Subterranean Productions LLC|Subterranean Productions UK Ltd.|Underworld Produktions GmbH","DE|HU|GB|US",en,http://www.sonypictures.com/movies/underworld/site/main.html
285,5741,FALSE,7,Pirates of the Caribbean: At World's End,44.455936,/bXb00CkHqx7TPchTGG131sWV59y.jpg,en,Pirates of the Caribbean: At World's End,12|14|28,/8ZgpAftUiYTU76IhUADITa3Ur9n.jpg,FALSE,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",2007-05-19,2007,300000000,tt0449088,961000000,169,Released,"At the end of the world, the adventure begins.",TRUE,295,Pirates of the Caribbean Collection,"Adventure|Fantasy|Action","130|19936|2",3,"Jerry Bruckheimer Films|Second Mate Productions|Walt Disney Pictures",US,en,http://disney.go.com/disneypictures/pirates/
296,2580,FALSE,5.9,Terminator 3: Rise of the Machines,37.237725,/lz4xYdF1n09lyiCfZWtWT44SZiG.jpg,en,Terminator 3: Rise of the Machines,28|53|878,/tMhvihszpLbOjj7mJSTW7bgQbIc.jpg,FALSE,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2003-07-02,2003,200000000,tt0181852,435000000,109,Released,The Machines Will Rise.,TRUE,528,The Terminator Collection,"Action|Thriller|Science Fiction","5|763|6194|7340|19116|23636",6,"Columbia Pictures|Intermedia Films|Warner Bros.|C-2 Pictures|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG|Mostow/Lieberman Productions","DE|GB|US",en,
298,2418,FALSE,6.5,Ocean's Thirteen,26.296696,/5QTc2a782KkHwz4NntHMDgcp3PX.jpg,en,Ocean's Thirteen,80|53,/7ytb78OyijteFpFKKoZsYSvPw2u.jpg,FALSE,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",2007-06-07,2007,85000000,tt0496806,311312624,122,Released,What are the odds of getting even? 13 to one.,TRUE,304,Ocean's Collection,"Crime|Thriller","129|6194|79|2596",4,"Section Eight|Warner Bros.|Village Roadshow Pictures|Jerry Weintraub Productions",US,"es|en|fr",http://oceans13.warnerbros.com/
302,182,FALSE,6.4,Swimming Pool,9.15955,/mHV60wGXvvkMR9ebVO5UWvxL716.jpg,en,Swimming Pool,80|53,/3Q4RgCtVN8qTUVeoqQ1fEVQNGj8.jpg,FALSE,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.",2003-05-18,2003,7800000,tt0324133,22441323,102,Released,"On the surface, all is calm",FALSE,,,"Crime|Thriller","83|104|147|148|149|150",6,"France 2 Cinéma|Canal Plus|Fidélité Productions|Gimages|FOZ|Headforce Ltd.","FR|GB","en|fr",http://www.marsdistribution.com/xml/flash.html?cfilm=46022
310,4000,FALSE,6.5,Bruce Almighty,33.977425,/lgYKHifMMLT8OxYObMKa8b4STsr.jpg,en,Bruce Almighty,14|35,/wH8vtnsmU4olFJ5wSRHo8RXRhKF.jpg,FALSE,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",2003-05-23,2003,80000000,tt0315327,484572835,101,Released,In Bruce we trust,TRUE,124949,Almighty Collection,"Fantasy|Comedy","160|158|33|159",4,"Pit Bull Productions|Spyglass Entertainment|Universal Pictures|Shady Acres Entertainment",US,en,http://www.brucealmighty.com/
320,1526,FALSE,6.8,Insomnia,23.034972,/zb0D3vfjcPFvuyHp1mFPOIcYJWH.jpg,en,Insomnia,80|9648|53,/5ezMAWNO5ybkrEnxrgCy74krBa6.jpg,FALSE,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,2002-05-24,2002,46000000,tt0278504,113714830,118,Released,A tough cop. A brilliant killer. An unspeakable crime.,FALSE,,,"Crime|Mystery|Thriller","1088|1089|129",3,"Alcon Entertainment|Witt/Thomas Productions|Section Eight",US,en,
322,1949,FALSE,7.7,Mystic River,25.235135,/qeHasONCKH5sR9HcTWquXI5ZN5y.jpg,en,Mystic River,53|80|18|9648,/66ZxzxXWnfy7sBZXk78njNVIgOb.jpg,FALSE,"A story about friendship and loyalty, guilt and vengeance, and the fateful affect the past has on the present.",2003-10-07,2003,25000000,tt0327056,156822020,138,Released,"We bury our sins, we wash them clean.",FALSE,,,"Thriller|Crime|Drama|Mystery","171|79|6194|172",4,"Malpaso Productions|Village Roadshow Pictures|Warner Bros.|NPV Entertainment",US,en,
326,625,FALSE,5.1,Snakes on a Plane,8.970273,/dbt9YEAPZjd0LbaK1r8UnOZp2Uv.jpg,en,Snakes on a Plane,28|80|27|53,/iF5ix0kDBBdcJpMTAwa41znmxC1.jpg,FALSE,"America is on the search for the murderer Eddie Kim. Sean Jones must fly to L.A. to testify in a hearing against Kim. Accompanied by FBI agent Neville Flynn, the flight receives some unexpected visitors.",2006-08-06,2006,33000000,tt0417148,62022014,105,Released,"At 30,000 feet, snakes aren't the deadliest thing on this plane.",FALSE,,,"Action|Crime|Horror|Thriller",12,1,New Line Cinema,US,"en|th",
350,4095,FALSE,7.1,The Devil Wears Prada,31.959726,/8unCRm0LeiO0fM6skWAZy3ZfXR1.jpg,en,The Devil Wears Prada,35|18|10749,/2veJf7wcs1hvJGCQRFTwm37djMW.jpg,FALSE,The Devil Wears Prada is about a young journalist who moves to New York to work in the fashion industry. Her boss however is extremely demanding and cruel and won’t let her succeed if she doesn’t fit into the high class elegant look of their magazine when all she really wants to be a good journalist.,2006-06-30,2006,35000000,tt0458352,326551094,109,Released,Meet Andy Sachs. A million girls would kill to have her job. She's not one of them.,FALSE,,,"Comedy|Drama|Romance","711|444|445|682|25",5,"Fox 2000 Pictures|Dune Entertainment|Major Studio Partners|Peninsula Films|20th Century Fox",US,"en|fr",http://www.devilwearspradamovie.com/
388,2018,FALSE,7.3,Inside Man,23.195773,/z6wYRuvk1lf60R4SmWETfdUvGsm.jpg,en,Inside Man,80|18|53,/6sLQFh6VFxU8nIkVaYg2yyJ6FL.jpg,FALSE,"Bank robber Dalton Russell enters a Manhattan bank, locks the doors and takes hostages, working methodically and without haste. Detective Frazier is assigned to negotiate, but his mind is occupied with the corruption charges he is facing. With an army of police surrounding the bank, the thief, the cop and a high-profile 'fixer' enter high-stakes negotiations.",2006-03-23,2006,45000000,tt0454848,185798265,129,Released,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,FALSE,,,"Crime|Drama|Thriller","4319|23|33",3,"40 Acres & A Mule Filmworks|Imagine Entertainment|Universal Pictures",US,"en|sq",http://theinsideman.net
392,1220,FALSE,6.8,Chocolat,18.087059,/qVKYduwLJ5HjbeVVYqYPSAhWQqh.jpg,en,Chocolat,35|18|10749,/mUBjXjU43hhy5bHnpHztxSmiK40.jpg,FALSE,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",2000-12-14,2000,25000000,tt0241303,152500343,121,Released,...and the world is still indulging!,FALSE,,,"Comedy|Drama|Romance","65781|14|903",3,"Fat Free|Miramax Films|David Brown Productions","GB|US","en|fr",
411,3516,FALSE,6.8,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",34.7279,/l8RKDgjl9co0IgFZblxhtIOi5Uj.jpg,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12|10751|14,/4ZwXJcUT3KdE8Kan9TJ7l0Rg5LG.jpg,FALSE,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",2005-12-07,2005,180000000,tt0363771,748806957,143,Released,Evil Has Reigned For 100 Years...,TRUE,420,The Chronicles of Narnia Collection,"Adventure|Family|Fantasy","2|10221",2,"Walt Disney Pictures|Walden Media","GB|US","en|de",
423,2486,FALSE,8.1,The Pianist,24.308535,/iunmxWkOi7Vk17Ob3G2HwwjgHsr.jpg,en,The Pianist,18|10752,/xUR95VFV1UTyzS1C8Lj06hi2n2M.jpg,FALSE,"The true story of pianist Wladyslaw Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",2002-09-24,2002,35000000,tt0253474,120072577,150,Released,Music was his passion. Survival was his masterpiece.,FALSE,,,"Drama|War","5358|250|208|260|264|266|267|268|269|271|355|694|4247|10201|19150|31087",16,"Canal+|Canal+Polska|Bac Films|Heritage Films|Studio Babelsberg|Agencja Produkcji Filmowej|Beverly Detroit|FilmFernsehFonds Bayern|Filmboard Berlin-Brandenburg (FBB)|Mainstream S.A.|R.P. Productions|StudioCanal|Filmförderungsanstalt (FFA)|Interscope Communications|Telewizja Polska (TVP)|Runteam","FR|DE|PL|GB","en|de|ru",http://www.thepianistmovie.com/
